                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1804,                0.99433,                 1.0148,                0.91698,                0.91977,                0.95735,                0.67914,                0.94514,                0.75812,                0.93634,             0.00065957,             0.00065957,             0.00065957
